disease,resistance_gene_count,susceptibility_gene_count,evidence_strength_score,temperature,humidity,soil_moisture,light,risk_level,risk_score
Bacterial Spot,1,0,-1.0,28.6,63.9,30.4,602.0,low,28.0
Early Blight,1,0,-0.6,19.9,40.9,24.9,1058.0,low,28.0
Late Blight,0,0,0.0,19.9,40.9,24.9,1058.0,moderate,46.0
Fusarium Wilt,2,0,-2.0,19.9,40.9,24.9,1058.0,low,28.0
Bacterial Spot,2,0,-1.6,19.9,40.9,24.9,1058.0,low,16.0
Early Blight,1,0,-0.6,22.2,94.0,69.0,1093.4,moderate,56.0
Late Blight,2,0,-1.6,22.2,94.0,69.0,1093.4,moderate,44.0
Fusarium Wilt,1,0,-1.0,22.2,94.0,69.0,1093.4,low,28.0
Bacterial Spot,2,0,-1.6,22.2,94.0,69.0,1093.4,low,28.0
Early Blight,0,0,0.0,15.4,57.4,42.9,1197.8,low,34.0
Late Blight,2,0,-1.6,15.4,57.4,42.9,1197.8,low,28.0
Fusarium Wilt,1,0,-1.0,15.4,57.4,42.9,1197.8,low,28.0
Bacterial Spot,1,0,-0.6,15.4,57.4,42.9,1197.8,low,28.0
Early Blight,0,0,0.0,37.8,88.0,19.6,1163.8,moderate,46.0
Late Blight,1,0,-0.6,37.8,88.0,19.6,1163.8,moderate,40.0
Fusarium Wilt,0,0,0.0,37.8,88.0,19.6,1163.8,moderate,46.0
Bacterial Spot,0,0,0.0,37.8,88.0,19.6,1163.8,moderate,46.0
Early Blight,0,0,0.0,34.9,66.5,48.5,969.1,low,34.0
Late Blight,2,0,-1.6,34.9,66.5,48.5,969.1,low,16.0
Fusarium Wilt,0,0,0.0,34.9,66.5,48.5,969.1,moderate,62.0
Bacterial Spot,2,0,-1.6,34.9,66.5,48.5,969.1,low,16.0
Early Blight,1,0,-0.6,21.9,83.0,61.5,1198.1,moderate,56.0
Late Blight,1,0,-1.0,21.9,83.0,61.5,1198.1,moderate,44.0
Fusarium Wilt,1,0,-1.0,21.9,83.0,61.5,1198.1,low,28.0
Bacterial Spot,1,0,-0.6,21.9,83.0,61.5,1198.1,low,28.0
Early Blight,1,0,-0.6,21.3,54.0,28.5,299.9,moderate,40.0
Late Blight,1,0,-0.6,21.3,54.0,28.5,299.9,moderate,40.0
Fusarium Wilt,1,0,-1.0,21.3,54.0,28.5,299.9,low,28.0
Bacterial Spot,1,0,-1.0,21.3,54.0,28.5,299.9,low,16.0
Early Blight,0,0,0.0,27.9,37.6,51.7,440.2,moderate,46.0
Late Blight,2,0,-1.6,27.9,37.6,51.7,440.2,low,16.0
Fusarium Wilt,1,0,-1.0,27.9,37.6,51.7,440.2,low,28.0
Bacterial Spot,2,0,-1.6,27.9,37.6,51.7,440.2,low,28.0
Early Blight,1,0,-0.6,20.4,67.9,17.1,932.9,moderate,40.0
Late Blight,0,0,0.0,20.4,67.9,17.1,932.9,moderate,46.0
Fusarium Wilt,2,0,-2.0,20.4,67.9,17.1,932.9,low,28.0
Bacterial Spot,0,0,0.0,20.4,67.9,17.1,932.9,low,34.0
Early Blight,1,0,-0.6,16.9,57.9,37.0,484.6,low,28.0
Late Blight,0,0,0.0,16.9,57.9,37.0,484.6,moderate,46.0
Fusarium Wilt,1,0,-1.0,16.9,57.9,37.0,484.6,low,28.0
Bacterial Spot,1,0,-0.6,16.9,57.9,37.0,484.6,low,28.0
Early Blight,1,0,-0.6,29.3,64.0,70.4,1113.5,moderate,40.0
Late Blight,1,0,-0.6,29.3,64.0,70.4,1113.5,low,28.0
Fusarium Wilt,1,0,-1.0,29.3,64.0,70.4,1113.5,moderate,44.0
Bacterial Spot,2,0,-1.6,29.3,64.0,70.4,1113.5,low,28.0
Early Blight,1,0,-0.6,25.6,65.3,48.1,502.7,moderate,40.0
Late Blight,1,0,-0.6,25.6,65.3,48.1,502.7,low,28.0
Fusarium Wilt,1,0,-1.0,25.6,65.3,48.1,502.7,moderate,44.0
Bacterial Spot,2,0,-1.6,25.6,65.3,48.1,502.7,low,28.0
Early Blight,0,0,0.0,28.7,69.8,27.6,995.4,moderate,46.0
Late Blight,0,0,0.0,28.7,69.8,27.6,995.4,low,34.0
Fusarium Wilt,1,0,-1.0,28.7,69.8,27.6,995.4,moderate,44.0
Bacterial Spot,0,0,0.0,28.7,69.8,27.6,995.4,moderate,46.0
Early Blight,0,0,0.0,19.4,71.3,11.0,992.6,moderate,46.0
Late Blight,1,0,-1.0,19.4,71.3,11.0,992.6,low,28.0
Fusarium Wilt,2,0,-2.0,19.4,71.3,11.0,992.6,low,28.0
Bacterial Spot,2,0,-1.6,19.4,71.3,11.0,992.6,low,16.0
Early Blight,1,0,-0.6,22.1,95.8,34.6,301.8,moderate,56.0
Late Blight,1,0,-0.6,22.1,95.8,34.6,301.8,moderate,56.0
Fusarium Wilt,2,0,-2.0,22.1,95.8,34.6,301.8,low,28.0
Bacterial Spot,0,0,0.0,22.1,95.8,34.6,301.8,moderate,46.0
Early Blight,0,0,0.0,17.0,88.8,52.0,533.2,moderate,46.0
Late Blight,1,0,-1.0,17.0,88.8,52.0,533.2,moderate,44.0
Fusarium Wilt,0,0,0.0,17.0,88.8,52.0,533.2,moderate,46.0
Bacterial Spot,1,0,-0.6,17.0,88.8,52.0,533.2,moderate,40.0
Early Blight,1,0,-0.6,34.3,96.7,62.7,727.8,moderate,40.0
Late Blight,1,0,-0.6,34.3,96.7,62.7,727.8,moderate,40.0
Fusarium Wilt,0,0,0.0,34.3,96.7,62.7,727.8,moderate,62.0
Bacterial Spot,1,0,-1.0,34.3,96.7,62.7,727.8,low,28.0
Early Blight,0,0,0.0,28.2,61.4,28.5,597.3,moderate,46.0
Late Blight,1,0,-0.6,28.2,61.4,28.5,597.3,low,28.0
Fusarium Wilt,2,0,-2.0,28.2,61.4,28.5,597.3,moderate,44.0
Bacterial Spot,2,0,-1.6,28.2,61.4,28.5,597.3,low,28.0
Early Blight,1,0,-0.6,22.0,75.9,14.6,659.8,moderate,56.0
Late Blight,0,0,0.0,22.0,75.9,14.6,659.8,moderate,62.0
Fusarium Wilt,0,0,0.0,22.0,75.9,14.6,659.8,moderate,46.0
Bacterial Spot,1,0,-0.6,22.0,75.9,14.6,659.8,low,28.0
Early Blight,1,0,-0.6,30.3,81.2,39.1,1106.5,moderate,40.0
Late Blight,1,0,-1.0,30.3,81.2,39.1,1106.5,low,28.0
Fusarium Wilt,2,0,-2.0,30.3,81.2,39.1,1106.5,moderate,44.0
Bacterial Spot,2,0,-1.6,30.3,81.2,39.1,1106.5,low,16.0
Early Blight,1,0,-0.6,30.6,36.5,87.2,843.5,low,28.0
Late Blight,0,0,0.0,30.6,36.5,87.2,843.5,low,34.0
Fusarium Wilt,1,0,-1.0,30.6,36.5,87.2,843.5,low,28.0
Bacterial Spot,1,0,-0.6,30.6,36.5,87.2,843.5,low,28.0
Early Blight,0,0,0.0,22.8,64.6,65.0,1054.2,moderate,46.0
Late Blight,2,0,-1.6,22.8,64.6,65.0,1054.2,low,28.0
Fusarium Wilt,0,0,0.0,22.8,64.6,65.0,1054.2,moderate,46.0
Bacterial Spot,1,0,-0.6,22.8,64.6,65.0,1054.2,low,28.0
Early Blight,0,0,0.0,36.7,64.1,88.9,626.7,low,34.0
Late Blight,0,0,0.0,36.7,64.1,88.9,626.7,low,34.0
Fusarium Wilt,0,0,0.0,36.7,64.1,88.9,626.7,moderate,46.0
Bacterial Spot,0,0,0.0,36.7,64.1,88.9,626.7,low,34.0
Early Blight,1,0,-0.6,24.4,48.5,49.7,285.0,moderate,40.0
Late Blight,1,0,-1.0,24.4,48.5,49.7,285.0,low,16.0
Fusarium Wilt,0,0,0.0,24.4,48.5,49.7,285.0,moderate,46.0
Bacterial Spot,1,0,-0.6,24.4,48.5,49.7,285.0,moderate,40.0
Early Blight,1,0,-0.6,24.1,89.3,31.1,468.3,moderate,56.0
Late Blight,1,0,-0.6,24.1,89.3,31.1,468.3,moderate,40.0
Fusarium Wilt,1,0,-1.0,24.1,89.3,31.1,468.3,low,28.0
Bacterial Spot,2,0,-1.6,24.1,89.3,31.1,468.3,moderate,44.0
Early Blight,1,0,-0.6,16.8,54.0,60.3,912.1,low,28.0
Late Blight,2,0,-1.6,16.8,54.0,60.3,912.1,low,28.0
Fusarium Wilt,2,0,-2.0,16.8,54.0,60.3,912.1,low,28.0
Bacterial Spot,1,0,-0.6,16.8,54.0,60.3,912.1,low,28.0
Early Blight,1,0,-0.6,32.8,46.4,49.6,760.6,low,28.0
Late Blight,0,0,0.0,32.8,46.4,49.6,760.6,low,34.0
Fusarium Wilt,0,0,0.0,32.8,46.4,49.6,760.6,moderate,62.0
Bacterial Spot,2,0,-1.6,32.8,46.4,49.6,760.6,low,16.0
Early Blight,0,0,0.0,29.3,52.6,12.2,585.0,moderate,46.0
Late Blight,1,0,-1.0,29.3,52.6,12.2,585.0,low,16.0
Fusarium Wilt,1,0,-1.0,29.3,52.6,12.2,585.0,moderate,44.0
Bacterial Spot,1,0,-0.6,29.3,52.6,12.2,585.0,moderate,40.0
Early Blight,0,0,0.0,27.2,43.5,52.7,1117.4,moderate,46.0
Late Blight,1,0,-1.0,27.2,43.5,52.7,1117.4,low,16.0
Fusarium Wilt,1,0,-1.0,27.2,43.5,52.7,1117.4,moderate,44.0
Bacterial Spot,1,0,-1.0,27.2,43.5,52.7,1117.4,low,28.0
Early Blight,1,0,-0.6,16.0,92.5,74.9,132.1,moderate,40.0
Late Blight,1,0,-1.0,16.0,92.5,74.9,132.1,moderate,44.0
Fusarium Wilt,1,0,-1.0,16.0,92.5,74.9,132.1,low,28.0
Bacterial Spot,1,0,-1.0,16.0,92.5,74.9,132.1,low,28.0
Early Blight,1,0,-0.6,20.0,85.1,66.5,1022.3,moderate,56.0
Late Blight,1,0,-1.0,20.0,85.1,66.5,1022.3,moderate,44.0
Fusarium Wilt,2,0,-2.0,20.0,85.1,66.5,1022.3,low,28.0
Bacterial Spot,1,0,-1.0,20.0,85.1,66.5,1022.3,low,28.0
Early Blight,1,0,-0.6,29.5,59.4,26.2,420.5,moderate,40.0
Late Blight,2,0,-1.6,29.5,59.4,26.2,420.5,low,16.0
Fusarium Wilt,0,0,0.0,29.5,59.4,26.2,420.5,moderate,62.0
Bacterial Spot,1,0,-0.6,29.5,59.4,26.2,420.5,moderate,40.0
Early Blight,1,0,-0.6,24.9,32.5,27.5,1042.8,moderate,40.0
Late Blight,1,0,-1.0,24.9,32.5,27.5,1042.8,low,16.0
Fusarium Wilt,1,0,-1.0,24.9,32.5,27.5,1042.8,low,16.0
Bacterial Spot,1,0,-1.0,24.9,32.5,27.5,1042.8,low,28.0
Early Blight,0,0,0.0,33.0,78.2,70.6,412.0,moderate,46.0
Late Blight,2,0,-1.6,33.0,78.2,70.6,412.0,low,28.0
Fusarium Wilt,2,0,-2.0,33.0,78.2,70.6,412.0,moderate,44.0
Bacterial Spot,1,0,-1.0,33.0,78.2,70.6,412.0,low,16.0
Early Blight,0,0,0.0,17.5,89.4,36.2,530.9,moderate,46.0
Late Blight,1,0,-1.0,17.5,89.4,36.2,530.9,moderate,44.0
Fusarium Wilt,1,0,-1.0,17.5,89.4,36.2,530.9,low,28.0
Bacterial Spot,2,0,-1.6,17.5,89.4,36.2,530.9,low,28.0
Early Blight,1,0,-0.6,20.4,86.7,44.2,389.9,moderate,56.0
Late Blight,1,0,-1.0,20.4,86.7,44.2,389.9,moderate,44.0
Fusarium Wilt,1,0,-1.0,20.4,86.7,44.2,389.9,low,28.0
Bacterial Spot,1,0,-1.0,20.4,86.7,44.2,389.9,low,28.0
Early Blight,0,0,0.0,34.7,31.6,74.7,478.3,low,34.0
Late Blight,1,0,-0.6,34.7,31.6,74.7,478.3,low,28.0
Fusarium Wilt,1,0,-1.0,34.7,31.6,74.7,478.3,low,28.0
Bacterial Spot,2,0,-1.6,34.7,31.6,74.7,478.3,low,16.0
Early Blight,1,0,-0.6,27.1,52.7,70.5,166.5,moderate,40.0
Late Blight,0,0,0.0,27.1,52.7,70.5,166.5,low,34.0
Fusarium Wilt,1,0,-1.0,27.1,52.7,70.5,166.5,moderate,44.0
Bacterial Spot,2,0,-1.6,27.1,52.7,70.5,166.5,low,28.0
Early Blight,1,0,-0.6,35.3,57.1,17.6,340.3,low,28.0
Late Blight,2,0,-1.6,35.3,57.1,17.6,340.3,low,16.0
Fusarium Wilt,1,0,-1.0,35.3,57.1,17.6,340.3,low,28.0
Bacterial Spot,1,0,-0.6,35.3,57.1,17.6,340.3,low,28.0
Early Blight,1,0,-0.6,30.5,77.6,87.3,1100.1,moderate,40.0
Late Blight,1,0,-1.0,30.5,77.6,87.3,1100.1,low,28.0
Fusarium Wilt,1,0,-1.0,30.5,77.6,87.3,1100.1,moderate,44.0
Bacterial Spot,0,0,0.0,30.5,77.6,87.3,1100.1,low,34.0
Early Blight,1,0,-0.6,26.3,34.5,13.6,982.9,moderate,40.0
Late Blight,1,0,-0.6,26.3,34.5,13.6,982.9,low,28.0
Fusarium Wilt,2,0,-2.0,26.3,34.5,13.6,982.9,low,28.0
Bacterial Spot,2,0,-1.6,26.3,34.5,13.6,982.9,low,28.0
Early Blight,1,0,-0.6,25.5,43.9,53.0,810.0,moderate,40.0
Late Blight,0,0,0.0,25.5,43.9,53.0,810.0,low,34.0
Fusarium Wilt,2,0,-2.0,25.5,43.9,53.0,810.0,moderate,44.0
Bacterial Spot,1,0,-1.0,25.5,43.9,53.0,810.0,low,28.0
Early Blight,1,0,-0.6,23.1,44.5,84.4,461.4,moderate,40.0
Late Blight,0,0,0.0,23.1,44.5,84.4,461.4,moderate,46.0
Fusarium Wilt,0,0,0.0,23.1,44.5,84.4,461.4,moderate,46.0
Bacterial Spot,1,0,-1.0,23.1,44.5,84.4,461.4,low,16.0
Early Blight,0,0,0.0,29.1,42.9,79.3,709.5,moderate,46.0
Late Blight,1,0,-1.0,29.1,42.9,79.3,709.5,low,16.0
Fusarium Wilt,1,0,-1.0,29.1,42.9,79.3,709.5,moderate,44.0
Bacterial Spot,1,0,-1.0,29.1,42.9,79.3,709.5,low,28.0
Early Blight,0,0,0.0,24.8,80.6,36.0,786.6,moderate,62.0
Late Blight,0,0,0.0,24.8,80.6,36.0,786.6,moderate,46.0
Fusarium Wilt,0,0,0.0,24.8,80.6,36.0,786.6,moderate,46.0
Bacterial Spot,0,0,0.0,24.8,80.6,36.0,786.6,moderate,46.0
Early Blight,0,0,0.0,37.9,70.0,11.9,1195.4,moderate,46.0
Late Blight,1,0,-1.0,37.9,70.0,11.9,1195.4,low,16.0
Fusarium Wilt,2,0,-2.0,37.9,70.0,11.9,1195.4,low,28.0
Bacterial Spot,1,0,-0.6,37.9,70.0,11.9,1195.4,low,28.0
Early Blight,1,0,-0.6,24.7,72.5,14.3,917.5,moderate,56.0
Late Blight,0,0,0.0,24.7,72.5,14.3,917.5,low,34.0
Fusarium Wilt,0,0,0.0,24.7,72.5,14.3,917.5,moderate,46.0
Bacterial Spot,0,0,0.0,24.7,72.5,14.3,917.5,moderate,46.0
Early Blight,1,0,-0.6,23.8,44.9,86.8,1004.8,moderate,40.0
Late Blight,1,0,-1.0,23.8,44.9,86.8,1004.8,low,28.0
Fusarium Wilt,2,0,-2.0,23.8,44.9,86.8,1004.8,low,28.0
Bacterial Spot,2,0,-1.6,23.8,44.9,86.8,1004.8,low,16.0
Early Blight,0,0,0.0,25.1,73.7,19.4,488.5,moderate,62.0
Late Blight,0,0,0.0,25.1,73.7,19.4,488.5,low,34.0
Fusarium Wilt,1,0,-1.0,25.1,73.7,19.4,488.5,moderate,44.0
Bacterial Spot,2,0,-1.6,25.1,73.7,19.4,488.5,low,28.0
Early Blight,0,0,0.0,34.9,72.7,38.6,202.8,moderate,46.0
Late Blight,2,0,-1.6,34.9,72.7,38.6,202.8,low,16.0
Fusarium Wilt,2,0,-2.0,34.9,72.7,38.6,202.8,moderate,44.0
Bacterial Spot,1,0,-0.6,34.9,72.7,38.6,202.8,low,28.0
Early Blight,1,0,-0.6,15.9,97.8,78.3,1126.6,moderate,40.0
Late Blight,1,0,-0.6,15.9,97.8,78.3,1126.6,moderate,56.0
Fusarium Wilt,0,0,0.0,15.9,97.8,78.3,1126.6,moderate,46.0
Bacterial Spot,2,0,-1.6,15.9,97.8,78.3,1126.6,low,28.0
Early Blight,0,0,0.0,37.3,91.8,37.7,683.8,moderate,46.0
Late Blight,1,0,-1.0,37.3,91.8,37.7,683.8,low,28.0
Fusarium Wilt,1,0,-1.0,37.3,91.8,37.7,683.8,low,28.0
Bacterial Spot,0,0,0.0,37.3,91.8,37.7,683.8,moderate,46.0
Early Blight,0,0,0.0,28.5,65.7,69.9,398.0,moderate,46.0
Late Blight,1,0,-0.6,28.5,65.7,69.9,398.0,low,28.0
Fusarium Wilt,1,0,-1.0,28.5,65.7,69.9,398.0,moderate,44.0
Bacterial Spot,0,0,0.0,28.5,65.7,69.9,398.0,moderate,46.0
Early Blight,1,0,-0.6,26.2,88.5,25.0,666.7,moderate,56.0
Late Blight,0,0,0.0,26.2,88.5,25.0,666.7,moderate,46.0
Fusarium Wilt,0,0,0.0,26.2,88.5,25.0,666.7,moderate,62.0
Bacterial Spot,2,0,-1.6,26.2,88.5,25.0,666.7,moderate,44.0
Early Blight,0,0,0.0,35.0,54.8,47.4,560.7,low,34.0
Late Blight,0,0,0.0,35.0,54.8,47.4,560.7,low,34.0
Fusarium Wilt,2,0,-2.0,35.0,54.8,47.4,560.7,moderate,44.0
Bacterial Spot,2,0,-1.6,35.0,54.8,47.4,560.7,low,16.0
Early Blight,0,0,0.0,26.8,69.1,68.2,1037.6,moderate,46.0
Late Blight,1,0,-0.6,26.8,69.1,68.2,1037.6,low,28.0
Fusarium Wilt,1,0,-1.0,26.8,69.1,68.2,1037.6,moderate,44.0
Bacterial Spot,1,0,-0.6,26.8,69.1,68.2,1037.6,moderate,40.0
Early Blight,0,0,0.0,34.0,81.8,51.0,409.9,moderate,46.0
Late Blight,0,0,0.0,34.0,81.8,51.0,409.9,moderate,46.0
Fusarium Wilt,0,0,0.0,34.0,81.8,51.0,409.9,moderate,62.0
Bacterial Spot,2,0,-1.6,34.0,81.8,51.0,409.9,low,16.0
Early Blight,1,0,-0.6,24.4,49.8,29.0,465.7,moderate,40.0
Late Blight,0,0,0.0,24.4,49.8,29.0,465.7,low,34.0
Fusarium Wilt,1,0,-1.0,24.4,49.8,29.0,465.7,low,28.0
Bacterial Spot,0,0,0.0,24.4,49.8,29.0,465.7,moderate,46.0
Early Blight,0,0,0.0,36.5,55.0,36.6,661.9,low,34.0
Late Blight,0,0,0.0,36.5,55.0,36.6,661.9,low,34.0
Fusarium Wilt,1,0,-1.0,36.5,55.0,36.6,661.9,low,28.0
Bacterial Spot,1,0,-0.6,36.5,55.0,36.6,661.9,low,28.0
Early Blight,1,0,-0.6,32.7,60.7,49.7,642.5,low,28.0
Late Blight,1,0,-0.6,32.7,60.7,49.7,642.5,low,28.0
Fusarium Wilt,1,0,-1.0,32.7,60.7,49.7,642.5,moderate,44.0
Bacterial Spot,2,0,-1.6,32.7,60.7,49.7,642.5,low,16.0
Early Blight,0,0,0.0,34.6,80.1,75.0,373.2,moderate,46.0
Late Blight,1,0,-0.6,34.6,80.1,75.0,373.2,moderate,40.0
Fusarium Wilt,2,0,-2.0,34.6,80.1,75.0,373.2,moderate,44.0
Bacterial Spot,2,0,-1.6,34.6,80.1,75.0,373.2,low,16.0
Early Blight,1,0,-0.6,37.6,67.2,34.8,856.8,low,28.0
Late Blight,0,0,0.0,37.6,67.2,34.8,856.8,low,34.0
Fusarium Wilt,1,0,-1.0,37.6,67.2,34.8,856.8,low,28.0
Bacterial Spot,2,0,-1.6,37.6,67.2,34.8,856.8,low,16.0
Early Blight,1,0,-0.6,28.0,83.6,62.7,637.4,moderate,56.0
Late Blight,2,0,-1.6,28.0,83.6,62.7,637.4,low,28.0
Fusarium Wilt,0,0,0.0,28.0,83.6,62.7,637.4,moderate,62.0
Bacterial Spot,1,0,-0.6,28.0,83.6,62.7,637.4,moderate,40.0
Early Blight,0,0,0.0,21.1,79.9,11.7,431.2,moderate,62.0
Late Blight,0,0,0.0,21.1,79.9,11.7,431.2,moderate,62.0
Fusarium Wilt,1,0,-1.0,21.1,79.9,11.7,431.2,low,28.0
Bacterial Spot,2,0,-1.6,21.1,79.9,11.7,431.2,low,16.0
Early Blight,0,0,0.0,16.4,49.2,39.4,224.5,low,34.0
Late Blight,2,0,-1.6,16.4,49.2,39.4,224.5,low,28.0
Fusarium Wilt,0,0,0.0,16.4,49.2,39.4,224.5,moderate,46.0
Bacterial Spot,2,0,-1.6,16.4,49.2,39.4,224.5,low,16.0
Early Blight,0,0,0.0,23.4,67.8,73.2,488.5,moderate,46.0
Late Blight,1,0,-1.0,23.4,67.8,73.2,488.5,low,28.0
Fusarium Wilt,0,0,0.0,23.4,67.8,73.2,488.5,moderate,46.0
Bacterial Spot,1,0,-0.6,23.4,67.8,73.2,488.5,low,28.0
Early Blight,0,0,0.0,27.8,96.0,27.2,510.3,moderate,62.0
Late Blight,0,0,0.0,27.8,96.0,27.2,510.3,moderate,46.0
Fusarium Wilt,1,0,-1.0,27.8,96.0,27.2,510.3,moderate,44.0
Bacterial Spot,0,0,0.0,27.8,96.0,27.2,510.3,moderate,62.0
Early Blight,0,0,0.0,33.0,54.2,10.6,1187.4,low,34.0
Late Blight,1,0,-1.0,33.0,54.2,10.6,1187.4,low,16.0
Fusarium Wilt,1,0,-1.0,33.0,54.2,10.6,1187.4,moderate,44.0
Bacterial Spot,2,0,-1.6,33.0,54.2,10.6,1187.4,low,16.0
Early Blight,1,0,-0.6,23.5,52.4,47.7,453.2,moderate,40.0
Late Blight,0,0,0.0,23.5,52.4,47.7,453.2,moderate,46.0
Fusarium Wilt,1,0,-1.0,23.5,52.4,47.7,453.2,low,28.0
Bacterial Spot,0,0,0.0,23.5,52.4,47.7,453.2,low,34.0
Early Blight,0,0,0.0,32.9,71.9,87.2,1057.4,moderate,46.0
Late Blight,1,0,-1.0,32.9,71.9,87.2,1057.4,low,16.0
Fusarium Wilt,0,0,0.0,32.9,71.9,87.2,1057.4,moderate,62.0
Bacterial Spot,0,0,0.0,32.9,71.9,87.2,1057.4,low,34.0
Early Blight,0,0,0.0,29.9,31.7,17.0,505.4,moderate,46.0
Late Blight,0,0,0.0,29.9,31.7,17.0,505.4,low,34.0
Fusarium Wilt,2,0,-2.0,29.9,31.7,17.0,505.4,low,28.0
Bacterial Spot,2,0,-1.6,29.9,31.7,17.0,505.4,low,28.0
Early Blight,0,0,0.0,24.3,33.3,58.9,308.8,moderate,46.0
Late Blight,2,0,-1.6,24.3,33.3,58.9,308.8,low,16.0
Fusarium Wilt,1,0,-1.0,24.3,33.3,58.9,308.8,low,16.0
Bacterial Spot,1,0,-0.6,24.3,33.3,58.9,308.8,moderate,40.0
Early Blight,1,0,-0.6,15.1,75.5,28.9,716.6,moderate,40.0
Late Blight,1,0,-1.0,15.1,75.5,28.9,716.6,moderate,44.0
Fusarium Wilt,0,0,0.0,15.1,75.5,28.9,716.6,moderate,46.0
Bacterial Spot,0,0,0.0,15.1,75.5,28.9,716.6,low,34.0
Early Blight,1,0,-0.6,21.5,93.9,51.6,928.0,moderate,56.0
Late Blight,2,0,-1.6,21.5,93.9,51.6,928.0,moderate,44.0
Fusarium Wilt,1,0,-1.0,21.5,93.9,51.6,928.0,low,28.0
Bacterial Spot,1,0,-0.6,21.5,93.9,51.6,928.0,moderate,40.0
Early Blight,1,0,-0.6,15.2,45.8,51.0,202.0,low,28.0
Late Blight,1,0,-0.6,15.2,45.8,51.0,202.0,moderate,40.0
Fusarium Wilt,2,0,-2.0,15.2,45.8,51.0,202.0,low,28.0
Bacterial Spot,1,0,-0.6,15.2,45.8,51.0,202.0,low,28.0
Early Blight,0,0,0.0,21.3,32.0,47.0,714.7,moderate,46.0
Late Blight,0,0,0.0,21.3,32.0,47.0,714.7,moderate,46.0
Fusarium Wilt,1,0,-1.0,21.3,32.0,47.0,714.7,low,16.0
Bacterial Spot,1,0,-1.0,21.3,32.0,47.0,714.7,low,16.0
Early Blight,1,0,-0.6,30.0,65.2,64.6,704.6,moderate,40.0
Late Blight,1,0,-0.6,30.0,65.2,64.6,704.6,low,28.0
Fusarium Wilt,1,0,-1.0,30.0,65.2,64.6,704.6,moderate,44.0
Bacterial Spot,0,0,0.0,30.0,65.2,64.6,704.6,moderate,46.0
Early Blight,0,0,0.0,22.0,94.6,40.7,770.8,moderate,62.0
Late Blight,0,0,0.0,22.0,94.6,40.7,770.8,moderate,62.0
Fusarium Wilt,1,0,-1.0,22.0,94.6,40.7,770.8,low,28.0
Bacterial Spot,2,0,-1.6,22.0,94.6,40.7,770.8,low,28.0
Early Blight,1,0,-0.6,22.2,39.8,59.2,111.3,moderate,40.0
Late Blight,1,0,-1.0,22.2,39.8,59.2,111.3,low,28.0
Fusarium Wilt,0,0,0.0,22.2,39.8,59.2,111.3,low,34.0
Bacterial Spot,0,0,0.0,22.2,39.8,59.2,111.3,low,34.0
Early Blight,0,0,0.0,21.2,95.0,41.1,560.1,moderate,62.0
Late Blight,0,0,0.0,21.2,95.0,41.1,560.1,moderate,62.0
Fusarium Wilt,1,0,-1.0,21.2,95.0,41.1,560.1,low,28.0
Bacterial Spot,2,0,-1.6,21.2,95.0,41.1,560.1,low,28.0
Early Blight,0,0,0.0,33.0,39.9,63.2,814.9,low,34.0
Late Blight,1,0,-0.6,33.0,39.9,63.2,814.9,low,28.0
Fusarium Wilt,1,0,-1.0,33.0,39.9,63.2,814.9,low,28.0
Bacterial Spot,1,0,-0.6,33.0,39.9,63.2,814.9,low,28.0
Early Blight,0,0,0.0,19.8,63.0,54.6,396.8,low,34.0
Late Blight,1,0,-0.6,19.8,63.0,54.6,396.8,moderate,40.0
Fusarium Wilt,1,0,-1.0,19.8,63.0,54.6,396.8,low,28.0
Bacterial Spot,1,0,-1.0,19.8,63.0,54.6,396.8,low,16.0
Early Blight,1,0,-0.6,27.0,52.2,50.1,156.6,moderate,40.0
Late Blight,1,0,-1.0,27.0,52.2,50.1,156.6,low,16.0
Fusarium Wilt,0,0,0.0,27.0,52.2,50.1,156.6,moderate,62.0
Bacterial Spot,1,0,-1.0,27.0,52.2,50.1,156.6,low,28.0
Early Blight,1,0,-0.6,30.2,74.3,63.3,969.9,moderate,40.0
Late Blight,0,0,0.0,30.2,74.3,63.3,969.9,low,34.0
Fusarium Wilt,1,0,-1.0,30.2,74.3,63.3,969.9,moderate,44.0
Bacterial Spot,1,0,-0.6,30.2,74.3,63.3,969.9,low,28.0
Early Blight,0,0,0.0,34.5,39.0,41.6,923.5,low,34.0
Late Blight,2,0,-1.6,34.5,39.0,41.6,923.5,low,16.0
Fusarium Wilt,1,0,-1.0,34.5,39.0,41.6,923.5,low,28.0
Bacterial Spot,2,0,-1.6,34.5,39.0,41.6,923.5,low,16.0
Early Blight,1,0,-0.6,25.7,55.0,18.6,1158.3,moderate,40.0
Late Blight,0,0,0.0,25.7,55.0,18.6,1158.3,low,34.0
Fusarium Wilt,2,0,-2.0,25.7,55.0,18.6,1158.3,moderate,44.0
Bacterial Spot,1,0,-1.0,25.7,55.0,18.6,1158.3,low,28.0
Early Blight,1,0,-0.6,26.7,60.1,46.5,209.7,moderate,40.0
Late Blight,2,0,-1.6,26.7,60.1,46.5,209.7,low,16.0
Fusarium Wilt,1,0,-1.0,26.7,60.1,46.5,209.7,moderate,44.0
Bacterial Spot,1,0,-0.6,26.7,60.1,46.5,209.7,moderate,40.0
Early Blight,1,0,-0.6,36.7,31.5,37.2,511.5,low,28.0
Late Blight,1,0,-1.0,36.7,31.5,37.2,511.5,low,16.0
Fusarium Wilt,1,0,-1.0,36.7,31.5,37.2,511.5,low,16.0
